0,6,222,29
2670,3,225,31
2670,8,221,31
2674,6,223,31
2662,10,220,29
2662,3,220,31
2670,4,220,32
2662,6,226,31
2670,8,221,31
2678,9,222,31
2678,9,226,29
2674,6,225,31
2670,7,221,28
2666,6,220,30
2662,9,223,28
2662,9,220,38
2666,9,222,31
2658,5,219,31
2710,14,217,28
2666,9,223,31
2718,9,217,35
2730,11,215,35
2666,10,222,31
2670,6,225,38
2674,11,219,30
2678,5,227,25
2690,2,230,32
2690,1,221,30
2674,0,228,28
2682,5,212,31
2670,6,220,28
2666,7,220,28
2662,8,218,33
2710,18,219,32
2670,7,222,39
2670,3,222,31
2682,5,222,30
2686,1,228,28
2670,4,223,28
2670,8,223,30
2682,7,219,31
2674,5,223,27
2670,6,225,28
2674,0,231,35
2718,12,221,30
2670,13,220,39
2674,-2,229,39
2662,6,229,30
2662,15,219,32
2658,11,216,30
2662,5,221,33
2666,7,216,30
2662,9,222,31
2718,11,217,31
2670,4,218,32
2670,0,222,33
2674,0,226,34
2690,0,224,27
2674,5,222,30
2670,6,218,25
2670,-1,227,32
2674,-3,229,31
2670,1,221,32
2666,5,221,28
2662,7,225,26
2666,4,230,29
2670,2,215,26
2666,0,226,34
2662,6,226,25
2718,13,224,21
2666,19,203,29
2678,8,211,27
2670,5,226,34
2670,8,223,29
2674,5,228,27
2662,6,228,33
2678,1,223,31
2674,3,219,30
2674,6,229,40
2678,2,224,34
2674,8,213,36
2682,2,220,31
2678,-4,226,30
2678,1,219,28
2678,-2,227,26
2658,6,220,28
2714,12,218,31
2714,14,215,21
2666,6,221,23
2678,5,234,29
2670,3,220,25
2670,3,224,19
2670,1,221,27
2682,0,226,26
2682,0,227,35
2678,4,224,27
2722,11,219,30
2666,8,219,27
2714,10,220,29
2662,5,226,32
2662,-1,226,32
2674,1,223,29
2662,5,218,28
2662,7,222,29
2662,2,219,29
2662,5,224,32
2666,3,220,28
2662,5,227,27
2662,2,231,24
2666,3,221,29
2658,0,221,27
2678,2,222,26
2662,6,222,28
2670,12,215,28
2682,4,228,24
2674,7,220,27
2670,9,220,20
2674,9,219,28
2674,5,223,24
2682,-5,235,36
2670,6,221,26
2678,1,218,30
2674,7,222,27
2682,2,218,28
2682,4,224,28
2678,6,220,33
2678,6,221,30
2678,1,221,30
2674,-1,221,32
2670,1,223,29
2682,6,232,28
2670,6,225,26
2670,6,217,28
2670,17,212,28
2662,6,222,31
2662,9,221,29
2710,15,222,30
2662,7,221,32
2670,-2,230,29
2670,4,223,22
2666,1,224,30
2670,7,225,33
2670,3,221,27
2666,7,216,28
2670,16,219,25
2682,3,221,31
2670,3,222,35
2662,5,222,26
2662,3,221,29
2674,8,221,27
2674,0,227,27
2670,3,222,29
2670,3,226,30
2674,10,221,25
2674,7,218,27
2678,7,216,26
2686,1,226,27
2674,3,222,28
2674,6,218,30
2674,4,223,32
2674,5,222,30
2674,10,215,38
2670,0,224,29
2662,6,223,28
2678,1,231,27
2666,2,221,26
2662,5,223,29
2674,3,227,30
2670,6,221,25
2666,8,220,36
2662,4,221,24
2662,3,218,28
2662,2,218,34
2674,3,217,31
2670,-2,224,28
2678,1,220,26
2658,3,219,24
2662,6,221,27
2662,2,221,35
2662,5,216,30
2662,3,222,29
2662,5,222,32
2670,5,225,28
2658,3,223,28
2658,12,215,25
2662,4,221,26
2670,4,214,29
2714,1,218,27
2666,4,218,25
2670,11,236,28
2730,-1,223,29
2670,2,219,31
2678,3,224,27
2674,5,218,28
2678,7,219,25
2682,5,224,23
2686,1,224,28
2670,0,224,29
2666,2,227,27
2670,2,222,33
2670,0,234,34
2718,-5,231,27
2666,7,228,26
2714,12,209,26
2726,15,218,27
2722,7,224,38
2678,1,236,47
2738,-13,224,46
2718,-6,229,43
2662,5,212,41
2726,18,197,47
2670,12,204,56
2670,3,216,59
2686,-5,228,63
2834,62,345,119
2774,-51,218,179
2770,28,263,139
2770,44,243,137
2774,29,230,140
2778,5,236,150
2722,2,228,151
2722,16,214,148
2718,4,221,139
2790,-11,219,137
2778,-12,210,133
