0,226,33,10
2659,227,37,12
2659,225,31,11
2715,219,35,13
2671,220,32,11
2671,227,35,10
2667,228,37,9
2655,231,33,12
2671,232,31,6
2667,221,33,11
2667,224,36,8
2671,227,35,7
2663,230,30,10
2659,222,37,9
2667,226,34,13
2675,226,35,13
2659,218,30,16
2659,220,37,20
2663,226,37,13
2667,227,35,14
2667,225,32,11
2675,219,42,15
2671,220,32,17
2715,223,34,14
2659,223,36,13
2659,224,42,13
2663,228,39,11
2667,225,33,10
2663,226,33,11
2659,222,35,10
2707,221,32,18
2659,223,35,12
2659,224,38,12
2675,220,33,16
2715,233,36,8
2727,219,39,15
2667,224,35,14
2655,226,34,10
2659,231,35,10
2667,225,41,5
2671,223,34,15
2663,225,34,9
2659,228,31,10
2659,232,39,3
2659,229,32,8
2687,225,34,5
2671,225,33,11
2679,230,31,6
2663,234,38,0
2659,220,31,10
2667,224,32,10
2667,223,33,13
2667,229,35,16
2723,229,31,14
2655,222,37,15
2707,223,36,22
2715,221,40,18
2655,235,36,11
2667,230,35,6
2667,229,35,7
2679,226,34,9
2659,227,35,7
2663,225,24,3
2663,225,30,7
2675,224,31,6
2667,227,34,12
2719,229,26,9
2659,221,26,13
2659,221,30,7
2667,225,33,10
2667,229,32,10
2667,220,35,10
2667,235,37,0
2667,222,36,15
2711,217,31,21
2667,224,43,17
2659,226,38,4
2671,232,41,5
2667,232,35,9
2711,222,34,11
2659,223,36,19
2659,221,36,13
2723,223,37,13
2667,229,36,8
2671,217,31,10
2663,220,34,11
2659,226,34,11
2667,227,34,11
2719,218,38,19
2675,221,39,17
2667,222,36,8
2671,219,36,9
2667,226,36,7
2675,242,36,-3
2675,228,40,0
2687,228,31,4
2671,232,33,5
2663,228,31,9
2715,231,27,7
2655,224,33,10
2667,231,36,3
2675,230,35,4
2683,232,34,1
2663,231,31,5
2675,229,31,9
2663,225,32,9
2667,224,34,10
2667,227,34,12
2659,236,31,10
2663,233,34,4
2667,219,30,6
2667,220,21,11
2675,235,28,3
2667,232,30,8
2659,221,26,15
2715,228,25,17
2655,224,27,11
2715,221,30,20
2711,219,33,13
2675,223,35,5
2667,230,38,9
2659,222,32,20
2659,223,32,12
2659,228,31,8
2675,221,32,12
2659,232,37,10
2679,229,36,2
2659,227,33,5
2659,220,34,10
2667,230,33,8
2671,233,44,10
2667,221,40,8
2659,226,42,6
2659,228,39,5
2675,226,43,2
2679,224,35,6
2679,228,33,0
2675,230,37,-4
2675,220,30,4
2655,230,31,1
2675,231,30,2
2675,229,33,6
2667,234,33,7
2719,230,31,21
2667,226,30,14
2711,219,25,18
2719,219,30,16
2655,232,29,14
2675,233,43,2
2679,230,33,7
2667,224,29,7
2671,218,34,10
2655,226,29,14
2659,229,27,7
2663,231,32,6
2679,230,30,4
2683,228,31,-3
2683,229,40,10
2659,223,28,8
2655,226,29,10
2719,223,34,15
2683,227,30,12
2667,222,35,19
2667,222,33,17
2663,217,34,13
2659,230,36,9
2667,233,34,10
2687,229,34,6
2671,229,30,4
2659,226,35,7
2659,222,32,9
2663,225,33,8
2671,226,34,9
2671,225,30,6
2667,235,32,-1
2659,228,36,9
2667,219,32,10
2659,226,30,6
2671,223,33,7
2671,223,36,9
2659,235,28,6
2663,226,31,7
2659,229,32,7
2671,227,32,7
2667,238,37,4
2675,226,30,6
2655,226,31,11
2659,227,30,11
2671,221,28,14
2671,220,31,12
2679,232,28,8
2663,227,29,11
2659,223,32,11
2659,225,30,10
2671,229,28,4
2671,223,32,13
2667,219,29,6
2663,228,28,5
2659,234,27,2
2667,226,33,9
2667,225,30,10
2671,221,32,7
2663,233,33,4
2663,225,36,13
2683,222,35,9
2679,222,32,6
2671,226,35,7
2659,225,33,9
2659,227,35,6
2659,225,38,9
2675,225,34,10
2671,229,29,7
2667,223,33,9
2655,224,36,9
2659,226,32,8
2667,227,33,5
2671,229,32,3
2659,224,32,6
2707,224,31,8
2659,226,28,10
2667,221,32,10
2675,224,28,9
2715,225,31,15
2667,226,38,11
2655,230,33,11
2659,225,33,13
2715,223,33,10
2719,216,34,11
2667,225,33,11
2675,226,32,8
2667,234,33,2
2659,220,30,8
2655,231,33,2
2667,230,30,5
2667,225,37,5
2667,229,37,11
2663,230,38,8
2659,223,34,11
2671,226,32,7
2667,221,32,12
2667,223,29,20
2663,221,42,11
2667,225,35,6
2659,223,36,7
2675,232,37,3
2659,226,30,9
2667,220,36,8
2659,228,33,8
2655,228,32,8
2663,235,33,3
2671,231,31,4
2659,226,31,7
2655,226,31,8
2655,230,32,5
2667,229,31,1
2671,225,29,14
2671,223,31,12
2655,222,32,10
2667,224,34,8
2675,227,35,6
2683,230,31,5
2667,224,30,7
2667,224,31,8
2659,223,31,13
2659,227,32,7
2671,227,36,8
2667,232,33,10
2659,224,36,7
2659,226,34,11
2655,218,33,13
2667,228,33,4
2679,226,33,8
2667,226,32,9
2663,236,34,4
2655,227,27,9
2663,225,30,6
2671,226,30,8
2663,220,33,7
2659,234,34,3
2655,219,30,10
2667,225,29,10
2675,224,32,8
2667,218,35,14
2715,221,30,11
2659,223,31,10
2659,222,32,7
2667,224,32,10
2659,224,35,11
2659,230,31,2
2659,226,35,4
2667,228,32,2
2675,227,32,1
2675,228,32,3
2663,224,27,6
2663,223,29,9
2659,225,31,10
2655,224,36,11
2679,229,35,10
2671,223,33,13
2667,224,38,5
2659,226,33,7
2671,228,37,6
2667,228,33,1
2667,228,32,3
2667,222,30,10
2655,227,32,7
2667,227,37,7
2723,225,32,10
2675,226,29,8
2667,227,29,5
2667,218,33,8
2659,229,31,8
2663,226,32,12
2667,225,34,8
2667,222,30,4
2667,240,32,15
2671,235,42,-7
2667,230,33,6
2655,227,36,9
2667,223,38,6
2675,228,31,7
2667,233,37,5
2659,221,33,11
2659,223,32,11
2667,222,37,8
2679,228,27,9
2675,223,37,5
2671,230,32,5
2655,227,34,6
2659,227,30,4
2663,231,31,6
2663,225,34,7
2675,235,35,5
2667,233,35,5
2655,229,36,3
2715,235,31,-1
2671,230,30,5
2671,232,30,8
2667,215,31,15
2715,214,26,24
2723,222,31,19
2667,225,36,16
2667,231,51,10
2667,241,42,2
2675,237,51,-8
2735,228,50,-9
2735,239,47,-13
2683,224,43,4
2671,215,43,9
2719,210,47,15
2723,201,51,22
2655,206,55,11
2711,214,59,14
2659,215,60,11
2683,220,67,0
2683,232,67,-1
2727,257,88,17
2771,451,179,91
2731,267,167,-54
2787,286,145,-38
2767,267,143,32
2763,262,125,58
2759,240,152,45
2763,242,139,37
2767,227,147,25
2775,240,154,9
2723,236,153,5
