0,32,9,225
2664,36,11,226
2664,30,10,224
2720,34,12,218
2676,31,10,219
2676,34,9,226
2672,36,8,227
2660,32,11,230
2676,30,5,231
2672,32,10,220
2672,35,7,223
2676,34,6,226
2668,29,9,229
2664,36,8,221
2672,33,12,225
2680,34,12,225
2664,29,15,217
2664,36,19,219
2668,36,12,225
2672,34,13,226
2672,31,10,224
2680,41,14,218
2676,31,16,219
2720,33,13,222
2664,35,12,222
2664,41,12,223
2668,38,10,227
2672,32,9,224
2668,32,10,225
2664,34,9,221
2712,31,17,220
2664,34,11,222
2664,37,11,223
2680,32,15,219
2720,35,7,232
2732,38,14,218
2672,34,13,223
2660,33,9,225
2664,34,9,230
2672,40,4,224
2676,33,14,222
2668,33,8,224
2664,30,9,227
2664,38,2,231
2664,31,7,228
2692,33,4,224
2676,32,10,224
2684,30,5,229
2668,37,-1,233
2664,30,9,219
2672,31,9,223
2672,32,12,222
2672,34,15,228
2728,30,13,228
2660,36,14,221
2712,35,21,222
2720,39,17,220
2660,35,10,234
2672,34,5,229
2672,34,6,228
2684,33,8,225
2664,34,6,226
2668,23,2,224
2668,29,6,224
2680,30,5,223
2672,33,11,226
2724,25,8,228
2664,25,12,220
2664,29,6,220
2672,32,9,224
2672,31,9,228
2672,34,9,219
2672,36,-1,234
2672,35,14,221
2716,30,20,216
2672,42,16,223
2664,37,3,225
2676,40,4,231
2672,34,8,231
2716,33,10,221
2664,35,18,222
2664,35,12,220
2728,36,12,222
2672,35,7,228
2676,30,9,216
2668,33,10,219
2664,33,10,225
2672,33,10,226
2724,37,18,217
2680,38,16,220
2672,35,7,221
2676,35,8,218
2672,35,6,225
2680,35,-4,241
2680,39,-1,227
2692,30,3,227
2676,32,4,231
2668,30,8,227
2720,26,6,230
2660,32,9,223
2672,35,2,230
2680,34,3,229
2688,33,0,231
2668,30,4,230
2680,30,8,228
2668,31,8,224
2672,33,9,223
2672,33,11,226
2664,30,9,235
2668,33,3,232
2672,29,5,218
2672,20,10,219
2680,27,2,234
2672,29,7,231
2664,25,14,220
2720,24,16,227
2660,26,10,223
2720,29,19,220
2716,32,12,218
2680,34,4,222
2672,37,8,229
2664,31,19,221
2664,31,11,222
2664,30,7,227
2680,31,11,220
2664,36,9,231
2684,35,1,228
2664,32,4,226
2664,33,9,219
2672,32,7,229
2676,43,9,232
2672,39,7,220
2664,41,5,225
2664,38,4,227
2680,42,1,225
2684,34,5,223
2684,32,-1,227
2680,36,-5,229
2680,29,3,219
2660,30,0,229
2680,29,1,230
2680,32,5,228
2672,32,6,233
2724,30,20,229
2672,29,13,225
2716,24,17,218
2724,29,15,218
2660,28,13,231
2680,42,1,232
2684,32,6,229
2672,28,6,223
2676,33,9,217
2660,28,13,225
2664,26,6,228
2668,31,5,230
2684,29,3,229
2688,30,-4,227
2688,39,9,228
2664,27,7,222
2660,28,9,225
2724,33,14,222
2688,29,11,226
2672,34,18,221
2672,32,16,221
2668,33,12,216
2664,35,8,229
2672,33,9,232
2692,33,5,228
2676,29,3,228
2664,34,6,225
2664,31,8,221
2668,32,7,224
2676,33,8,225
2676,29,5,224
2672,31,-2,234
2664,35,8,227
2672,31,9,218
2664,29,5,225
2676,32,6,222
2676,35,8,222
2664,27,5,234
2668,30,6,225
2664,31,6,228
2676,31,6,226
2672,36,3,237
2680,29,5,225
2660,30,10,225
2664,29,10,226
2676,27,13,220
2676,30,11,219
2684,27,7,231
2668,28,10,226
2664,31,10,222
2664,29,9,224
2676,27,3,228
2676,31,12,222
2672,28,5,218
2668,27,4,227
2664,26,1,233
2672,32,8,225
2672,29,9,224
2676,31,6,220
2668,32,3,232
2668,35,12,224
2688,34,8,221
2684,31,5,221
2676,34,6,225
2664,32,8,224
2664,34,5,226
2664,37,8,224
2680,33,9,224
2676,28,6,228
2672,32,8,222
2660,35,8,223
2664,31,7,225
2672,32,4,226
2676,31,2,228
2664,31,5,223
