0,223,30,7
2672,228,34,4
2664,216,30,15
2672,217,29,8
2664,219,30,10
2660,221,30,11
2672,229,28,3
2668,220,32,4
2668,222,37,4
2664,227,27,7
2668,222,32,9
2712,215,30,11
2660,215,27,13
2712,221,32,12
2672,221,34,8
2668,222,29,8
2724,229,30,8
2720,223,28,12
2660,220,33,10
2672,226,35,8
2664,223,32,10
2664,223,30,8
2656,223,25,10
2716,230,33,5
2660,221,35,9
2716,218,36,10
2668,223,30,14
2668,221,32,11
2668,219,33,9
2656,223,28,6
2672,220,31,12
2660,223,28,5
2672,220,31,7
2660,226,29,5
2664,229,32,1
2672,229,29,1
2664,231,35,-3
2660,228,30,7
2656,221,30,10
2668,226,32,13
2660,219,34,9
2724,219,32,16
2716,218,37,15
2668,219,32,5
2660,223,33,3
2680,223,31,6
2672,217,27,-4
2660,223,25,8
2676,221,28,3
2656,221,25,11
2680,220,32,8
2660,218,27,4
2664,229,29,4
2660,221,29,6
2668,232,34,-3
2716,222,31,13
2708,216,37,10
2660,223,35,1
2668,227,37,4
2660,216,33,13
2660,220,33,16
2668,220,34,8
2668,226,31,6
2672,214,28,7
2668,219,30,10
2660,223,32,10
2720,215,35,16
2720,217,35,10
2672,219,33,4
2668,223,33,4
2672,227,35,1
2672,226,33,-2
2672,229,30,2
2660,221,33,6
2660,223,30,6
2668,228,33,0
2676,235,28,0
2676,222,30,8
2676,226,28,6
2664,223,27,5
2660,226,27,8
2660,233,28,7
2680,226,28,3
2660,219,26,4
2676,232,25,0
2660,227,26,7
2664,217,28,13
2656,221,24,8
2724,218,28,17
2660,209,28,11
2668,227,35,6
2720,226,34,10
2672,223,30,5
2676,218,29,9
2668,213,32,3
2676,224,32,2
2660,217,31,7
2664,214,31,9
2660,220,40,7
2660,223,39,3
2672,214,37,9
2664,225,23,-4
2680,225,30,-3
2676,224,28,-2
2660,228,34,3
2676,228,27,-1
2660,225,27,3
2728,226,29,13
2668,223,27,11
2720,214,24,17
2664,222,24,7
2676,230,40,-1
2668,226,28,2
2676,219,26,9
2656,223,26,11
2668,222,28,2
2668,224,32,0
2684,225,28,-6
2664,219,26,6
2664,223,25,6
2720,220,31,12
2660,221,32,7
2728,221,31,11
2664,214,31,10
2676,222,35,7
2660,227,33,0
2672,226,27,1
2660,219,34,6
2676,223,30,8
2672,223,31,6
2660,220,30,3
2680,212,27,4
2668,216,29,7
2668,221,25,5
2668,230,32,0
2660,232,25,3
2676,224,26,3
2656,226,26,6
2668,235,34,1
2668,219,35,5
2660,223,29,7
2672,218,25,11
2660,220,26,12
2676,222,28,6
2660,220,29,8
2668,221,21,10
2660,226,31,6
2668,216,26,3
2672,224,26,7
2668,230,26,6
2668,222,27,7
2660,222,28,0
2676,226,30,6
2684,219,32,6
2668,222,28,5
2680,225,29,5
2660,224,32,3
2668,221,31,7
2660,224,28,5
